Accident_ID,Month_Year,Time,Location ,Accident_Severity,Vehicle_Type,Weather_Condition,Road_Type,Number_of_Casualties,Number_of_Fatalities,Light_Condition,Speed_Limit (km/h)
ACC1550,Dec-22,22:34,Gangtok Sikkim,Minor,Auto-Rickshaw,Rainy,Village Road,8,0,Daylight,87
ACC1551,Feb-20,20:55,Patna Bihar,Serious,Truck,Foggy,Village Road,7,2,Dusk,58
ACC1552,Mar-18,02:43,Thiruvananthapuram Kerala,Fatal,Auto-Rickshaw,Stormy,Urban Road,10,1,Dusk,112
ACC1553,Dec-19,14:41,Mapusa Goa,Serious,Cycle,Stormy,State Highway,0,3,Dusk,92
ACC1554,Aug-20,07:07,Mysore Karnataka,Minor,Truck,Stormy,State Highway,2,1,Daylight,107
ACC1555,Feb-20,01:57,Vasco da Gama Goa,Serious,Cycle,Clear,State Highway,10,2,Dark,102
ACC1556,May-22,11:16,Mangan Sikkim,Minor,Two-Wheeler,Stormy,National Highway,7,1,Dark,66
ACC1557,Feb-22,06:00,Kohima Nagaland,Minor,Truck,Clear,National Highway,10,4,Dawn,87
ACC1558,Dec-20,01:35,Nongstoin Meghalaya,Fatal,Car,Stormy,State Highway,6,3,Dark,56
ACC1559,Mar-22,22:32,Ambala Haryana,Serious,Auto-Rickshaw,Stormy,Urban Road,9,4,Dawn,120
ACC1560,Oct-23,05:28,Mangan Sikkim,Serious,Pedestrian,Clear,Urban Road,1,4,Dawn,64
ACC1561,Sep-22,11:09,Warangal Telangana,Minor,Cycle,Rainy,Village Road,3,5,Dark,59
ACC1562,Apr-22,07:34,Thoubal Manipur,Serious,Truck,Rainy,Village Road,4,1,Dawn,59
ACC1563,Apr-22,07:32,Coimbatore Tamil Nadu,Serious,Bus,Hazy,Urban Road,1,4,Dark,34
ACC1564,Jul-21,15:42,Jalandhar Punjab,Serious,Two-Wheeler,Foggy,Urban Road,6,2,Dawn,88
ACC1565,Mar-19,03:58,Bokaro Jharkhand,Fatal,Truck,Hazy,Urban Road,7,2,Dawn,106
ACC1566,Jan-20,13:35,Champhai Mizoram,Minor,Pedestrian,Clear,Urban Road,8,2,Dusk,115
ACC1567,May-23,17:30,Kochi Kerala,Serious,Two-Wheeler,Rainy,Urban Road,5,3,Dark,89
ACC1568,Dec-21,19:59,Gangtok Sikkim,Serious,Truck,Stormy,Urban Road,2,4,Daylight,69
ACC1569,Oct-23,05:08,Puducherry Puducherry,Minor,Bus,Stormy,National Highway,2,1,Daylight,119
ACC1570,Aug-23,08:51,Thoubal Manipur,Serious,Truck,Stormy,Village Road,1,0,Dark,102
ACC1571,Jul-20,10:22,Jalandhar Punjab,Fatal,Cycle,Hazy,National Highway,7,0,Dawn,101
ACC1572,Apr-18,14:41,Bhopal Madhya Pradesh,Fatal,Truck,Stormy,Village Road,8,1,Dusk,80
ACC1573,Oct-22,01:45,Dharamshala Himachal Pradesh,Serious,Bus,Hazy,National Highway,2,2,Dark,94
ACC1574,Oct-20,14:17,Surat Gujarat,Fatal,Pedestrian,Stormy,State Highway,8,4,Daylight,55
ACC1575,Apr-20,12:19,Panaji Goa,Minor,Car,Foggy,National Highway,7,4,Dawn,73
ACC1576,Oct-21,02:31,Mysore Karnataka,Serious,Two-Wheeler,Stormy,Village Road,7,2,Dark,67
ACC1577,Jul-19,21:14,Warangal Telangana,Minor,Truck,Rainy,Urban Road,10,1,Dark,72
ACC1578,Mar-21,15:23,Jodhpur Rajasthan,Fatal,Cycle,Foggy,Urban Road,10,0,Dusk,114
ACC1579,Sep-18,15:01,Naharlagun Arunachal Pradesh,Fatal,Bus,Stormy,Urban Road,0,1,Dusk,37
ACC1580,Dec-18,16:28,Tura Meghalaya,Serious,Car,Clear,Village Road,3,0,Daylight,73
ACC1581,Jul-20,13:46,Dharamshala Himachal Pradesh,Serious,Bus,Stormy,Urban Road,10,1,Dusk,100
ACC1582,Apr-23,18:27,Srinagar Jammu and Kashmir,Fatal,Bus,Clear,National Highway,3,1,Dawn,32
ACC1583,Jan-20,03:52,Raipur Chhattisgarh,Minor,Pedestrian,Hazy,State Highway,5,4,Dark,38
ACC1584,Jan-22,22:53,Dwarka Delhi,Minor,Truck,Hazy,Village Road,10,5,Dusk,104
ACC1585,Apr-19,10:56,Puducherry Puducherry,Serious,Bus,Clear,State Highway,6,2,Dark,96
ACC1586,Nov-19,00:37,Dwarka Delhi,Serious,Auto-Rickshaw,Stormy,National Highway,6,1,Daylight,91
ACC1587,Dec-20,14:03,Jamshedpur Jharkhand,Serious,Car,Rainy,State Highway,3,3,Daylight,63
ACC1588,Jun-19,15:46,New Delhi Delhi,Minor,Bus,Rainy,State Highway,2,5,Dusk,118
ACC1589,Oct-19,20:34,Visakhapatnam Andhra Pradesh,Minor,Car,Stormy,Urban Road,3,5,Daylight,55
ACC1590,Sep-20,00:37,Amritsar Punjab,Fatal,Bus,Rainy,Urban Road,0,5,Dark,90
ACC1591,Jan-20,21:32,Gangtok Sikkim,Serious,Auto-Rickshaw,Foggy,Urban Road,5,1,Dawn,75
ACC1592,Jan-18,19:53,Udaipur Rajasthan,Fatal,Two-Wheeler,Clear,Village Road,5,3,Daylight,95
ACC1593,Dec-22,12:29,Varanasi Uttar Pradesh,Minor,Truck,Hazy,Village Road,10,4,Dusk,117
ACC1594,Dec-19,01:03,Korba Chhattisgarh,Serious,Auto-Rickshaw,Stormy,National Highway,1,0,Dark,77
ACC1595,Oct-21,03:39,Varanasi Uttar Pradesh,Fatal,Pedestrian,Stormy,National Highway,8,0,Dawn,75
ACC1596,Apr-19,00:14,Nizamabad Telangana,Minor,Cycle,Stormy,Urban Road,8,1,Dusk,95
ACC1597,Sep-19,10:10,Lunglei Mizoram,Serious,Auto-Rickshaw,Hazy,Urban Road,4,1,Dark,57
ACC1598,Jul-20,16:37,Jamshedpur Jharkhand,Serious,Cycle,Clear,Urban Road,0,0,Dawn,87
ACC1599,Feb-22,00:25,Bangalore Karnataka,Minor,Cycle,Rainy,National Highway,0,5,Dusk,72
ACC1600,Feb-21,04:22,Jowai Meghalaya,Fatal,Truck,Hazy,Village Road,7,2,Dark,70
ACC1601,Nov-19,10:51,Chandigarh Chandigarh,Minor,Cycle,Foggy,Urban Road,4,4,Dusk,39
ACC1602,Jul-22,13:15,Roorkee Uttarakhand,Fatal,Truck,Hazy,Village Road,8,2,Dusk,98
ACC1603,Oct-20,03:11,Udaipur Tripura,Minor,Truck,Hazy,Village Road,2,5,Daylight,119
ACC1604,Nov-19,08:01,Namchi Sikkim,Serious,Auto-Rickshaw,Foggy,Village Road,4,5,Daylight,68
ACC1605,Aug-23,08:19,Rourkela Odisha,Fatal,Two-Wheeler,Foggy,Village Road,8,1,Daylight,112
ACC1606,Nov-20,05:40,Cuttack Odisha,Minor,Car,Clear,Urban Road,2,5,Dark,77
ACC1607,Apr-20,13:29,Faridabad Haryana,Serious,Cycle,Rainy,Urban Road,6,5,Dusk,36
ACC1608,May-19,22:18,Dhanbad Jharkhand,Minor,Pedestrian,Hazy,National Highway,2,5,Dark,80
ACC1609,Jul-19,10:00,Margao Goa,Minor,Two-Wheeler,Rainy,Village Road,5,4,Dusk,80
ACC1610,Mar-19,15:53,Udaipur Rajasthan,Minor,Cycle,Hazy,Village Road,2,0,Dawn,53
ACC1611,Oct-20,21:01,Udaipur Rajasthan,Minor,Auto-Rickshaw,Foggy,National Highway,4,1,Dark,31
ACC1612,Apr-21,05:32,Imphal Manipur,Fatal,Car,Rainy,Urban Road,3,0,Daylight,74
ACC1613,Jul-21,09:58,Udaipur Rajasthan,Minor,Two-Wheeler,Clear,Village Road,8,5,Dawn,107
ACC1614,Jan-18,21:50,Puducherry Puducherry,Fatal,Auto-Rickshaw,Clear,National Highway,5,3,Dusk,95
ACC1615,Dec-19,13:08,Visakhapatnam Andhra Pradesh,Fatal,Truck,Stormy,Village Road,3,1,Dusk,81
ACC1616,Nov-19,19:43,Chandigarh Chandigarh,Serious,Car,Foggy,State Highway,10,3,Dusk,56
ACC1617,Feb-20,13:28,Ludhiana Punjab,Fatal,Two-Wheeler,Rainy,Village Road,7,4,Daylight,62
ACC1618,Jul-22,07:31,Kochi Kerala,Fatal,Cycle,Rainy,Village Road,5,1,Dusk,43
ACC1619,Sep-22,12:07,Agartala Tripura,Minor,Truck,Stormy,Urban Road,0,2,Daylight,117
ACC1620,Mar-22,23:47,New Delhi Delhi,Minor,Pedestrian,Stormy,Urban Road,2,0,Dusk,45
ACC1621,Feb-21,09:52,Bilaspur Chhattisgarh,Fatal,Cycle,Rainy,National Highway,3,3,Dark,119
ACC1622,Sep-23,20:48,Thrissur Kerala,Fatal,Truck,Hazy,State Highway,1,0,Daylight,34
ACC1623,Jun-18,21:29,Mumbai Maharashtra,Fatal,Cycle,Hazy,State Highway,8,5,Dark,85
ACC1624,Jun-22,08:53,Agartala Tripura,Fatal,Two-Wheeler,Hazy,State Highway,3,5,Dawn,111
ACC1625,Mar-20,06:45,Tirupati Andhra Pradesh,Serious,Truck,Hazy,National Highway,5,2,Daylight,88
ACC1626,Dec-23,10:23,Mokokchung Nagaland,Fatal,Pedestrian,Foggy,Urban Road,7,5,Dawn,89
ACC1627,May-18,09:09,Itanagar Arunachal Pradesh,Fatal,Two-Wheeler,Clear,National Highway,5,2,Dusk,37
ACC1628,Apr-21,12:01,Margao Goa,Fatal,Truck,Rainy,State Highway,1,3,Dusk,84
ACC1629,Sep-18,00:09,Jodhpur Rajasthan,Minor,Two-Wheeler,Rainy,State Highway,2,2,Dusk,46
ACC1630,Apr-19,19:54,Jowai Meghalaya,Minor,Bus,Rainy,State Highway,1,5,Dusk,92
ACC1631,Aug-22,17:38,Anantnag Jammu and Kashmir,Minor,Cycle,Foggy,National Highway,1,5,Dusk,48
ACC1632,Nov-19,13:48,Vadodara Gujarat,Minor,Car,Foggy,Village Road,7,4,Dawn,90
ACC1633,Nov-20,10:08,Siliguri West Bengal,Fatal,Pedestrian,Hazy,Urban Road,4,3,Daylight,94
ACC1634,May-19,05:37,Jowai Meghalaya,Serious,Bus,Foggy,National Highway,6,5,Daylight,42
ACC1635,Sep-21,16:00,Mokokchung Nagaland,Fatal,Two-Wheeler,Stormy,National Highway,9,5,Daylight,41
ACC1636,Jun-19,10:41,Ranchi Jharkhand,Fatal,Pedestrian,Hazy,Village Road,5,5,Dusk,72
ACC1637,Feb-18,21:18,Bokaro Jharkhand,Minor,Pedestrian,Stormy,National Highway,1,1,Dawn,109
ACC1638,Sep-20,12:50,Mokokchung Nagaland,Fatal,Two-Wheeler,Clear,National Highway,4,0,Dawn,44
ACC1639,Sep-23,02:05,Puducherry Puducherry,Minor,Pedestrian,Foggy,Village Road,5,2,Dawn,30
ACC1640,Dec-22,11:40,Anantnag Jammu and Kashmir,Fatal,Pedestrian,Clear,Village Road,7,5,Dark,106
ACC1641,Jul-23,09:22,New Delhi Delhi,Fatal,Cycle,Foggy,State Highway,4,1,Daylight,100
ACC1642,Oct-20,11:59,Mangan Sikkim,Fatal,Truck,Foggy,State Highway,8,5,Daylight,32
ACC1643,Oct-22,10:57,Kozhikode Kerala,Minor,Cycle,Foggy,Urban Road,2,2,Dark,69
ACC1644,Jun-18,00:02,Puducherry Puducherry,Serious,Two-Wheeler,Stormy,Village Road,8,4,Dark,39
ACC1645,Oct-18,10:13,Warangal Telangana,Fatal,Two-Wheeler,Rainy,State Highway,1,3,Dusk,84
ACC1646,Mar-23,02:18,Guwahati Assam,Minor,Car,Rainy,State Highway,7,4,Dark,57
ACC1647,Dec-23,08:06,Imphal Manipur,Minor,Cycle,Foggy,State Highway,9,5,Dark,86
ACC1648,Sep-21,21:07,Puducherry Puducherry,Fatal,Cycle,Foggy,Urban Road,3,1,Dawn,72
ACC1649,Dec-21,07:28,Durgapur West Bengal,Fatal,Truck,Stormy,State Highway,6,1,Dark,45
ACC1650,Jan-20,10:22,Karaikal Puducherry,Fatal,Cycle,Foggy,State Highway,5,4,Daylight,70
ACC1651,Mar-20,17:30,Naharlagun Arunachal Pradesh,Fatal,Auto-Rickshaw,Hazy,Village Road,8,4,Dark,55
ACC1652,Nov-19,23:41,Gurugram Haryana,Serious,Auto-Rickshaw,Clear,State Highway,7,5,Dawn,47
ACC1653,Jun-19,02:45,Haldwani Uttarakhand,Serious,Two-Wheeler,Rainy,State Highway,8,0,Daylight,76
ACC1654,Sep-19,18:10,Dharmanagar Tripura,Fatal,Car,Stormy,State Highway,10,2,Daylight,115
ACC1655,Dec-20,12:44,Gwalior Madhya Pradesh,Fatal,Cycle,Foggy,State Highway,3,5,Dark,34
ACC1656,Jun-22,15:53,Bhopal Madhya Pradesh,Fatal,Two-Wheeler,Clear,Village Road,3,1,Dark,92
ACC1657,Jul-23,02:34,Mokokchung Nagaland,Minor,Car,Rainy,Urban Road,8,0,Dawn,78
ACC1658,Apr-20,00:40,Puducherry Puducherry,Fatal,Two-Wheeler,Hazy,Village Road,6,2,Daylight,82
ACC1659,Apr-18,01:57,Indore Madhya Pradesh,Minor,Auto-Rickshaw,Hazy,Village Road,8,1,Dawn,97
ACC1660,Oct-21,06:59,Hyderabad Telangana,Minor,Truck,Rainy,Urban Road,2,3,Dawn,60
ACC1661,Apr-23,23:32,Namchi Sikkim,Serious,Car,Hazy,State Highway,9,4,Dawn,118
ACC1662,Apr-22,12:57,Aizawl Mizoram,Fatal,Auto-Rickshaw,Clear,State Highway,2,0,Dawn,54
ACC1663,Jul-18,08:57,Pune Maharashtra,Minor,Car,Stormy,National Highway,10,4,Dawn,42
ACC1664,Sep-22,22:21,Mokokchung Nagaland,Fatal,Truck,Clear,National Highway,1,0,Dusk,109
ACC1665,Jun-18,11:30,Chandigarh Chandigarh,Fatal,Cycle,Rainy,Urban Road,3,2,Dawn,32
ACC1666,Apr-21,05:49,Nizamabad Telangana,Serious,Pedestrian,Foggy,State Highway,1,5,Daylight,77
ACC1667,Dec-23,22:35,Udaipur Tripura,Serious,Bus,Clear,State Highway,2,1,Dark,80
ACC1668,Aug-20,00:11,Chandigarh Chandigarh,Minor,Truck,Rainy,Urban Road,4,4,Dawn,116
ACC1669,May-19,07:19,Korba Chhattisgarh,Minor,Truck,Rainy,Urban Road,4,4,Dusk,35
ACC1670,Nov-19,09:56,Jalandhar Punjab,Serious,Cycle,Foggy,State Highway,6,0,Dusk,97
ACC1671,Nov-19,10:00,Jabalpur Madhya Pradesh,Minor,Auto-Rickshaw,Hazy,Village Road,8,5,Dark,100
ACC1672,Jul-18,13:41,Karaikal Puducherry,Minor,Car,Stormy,Village Road,1,1,Dawn,49
ACC1673,Jul-22,02:41,Surat Gujarat,Minor,Auto-Rickshaw,Hazy,Urban Road,1,0,Daylight,46
ACC1674,Dec-18,19:34,Siliguri West Bengal,Minor,Auto-Rickshaw,Hazy,Urban Road,5,0,Dark,106
ACC1675,Mar-21,10:31,Karimnagar Telangana,Fatal,Pedestrian,Foggy,Village Road,1,0,Dusk,41
ACC1676,Nov-23,14:02,Bhagalpur Bihar,Fatal,Cycle,Stormy,National Highway,3,2,Dark,104
ACC1677,Mar-20,06:42,Mangan Sikkim,Minor,Two-Wheeler,Clear,Village Road,4,2,Dusk,50
ACC1678,Apr-22,22:03,Udaipur Rajasthan,Serious,Car,Foggy,State Highway,7,5,Dark,37
ACC1679,May-18,02:24,Mokokchung Nagaland,Fatal,Auto-Rickshaw,Clear,Urban Road,7,4,Daylight,88
ACC1680,Oct-19,19:51,Pasighat Arunachal Pradesh,Minor,Car,Clear,State Highway,3,3,Daylight,90
ACC1681,Oct-20,00:47,Kochi Kerala,Fatal,Cycle,Stormy,Village Road,2,5,Daylight,108
ACC1682,Jan-23,09:09,Dharmanagar Tripura,Minor,Cycle,Hazy,National Highway,9,2,Dusk,79
ACC1683,May-22,04:55,Nizamabad Telangana,Minor,Two-Wheeler,Clear,Village Road,7,0,Dark,64
ACC1684,Nov-21,00:26,Namchi Sikkim,Minor,Auto-Rickshaw,Clear,Urban Road,3,2,Daylight,96
ACC1685,Jul-23,17:35,Panipat Haryana,Minor,Two-Wheeler,Rainy,Village Road,3,1,Dawn,45
ACC1686,Mar-21,19:43,Vadodara Gujarat,Serious,Cycle,Rainy,National Highway,6,4,Daylight,52
ACC1687,Oct-22,03:01,Gyalshing Sikkim,Fatal,Car,Stormy,Urban Road,10,4,Daylight,107
ACC1688,Oct-18,14:07,Dimapur Nagaland,Fatal,Truck,Rainy,Urban Road,10,5,Dark,62
ACC1689,Oct-21,02:46,Vadodara Gujarat,Serious,Auto-Rickshaw,Foggy,Village Road,5,4,Dark,33
ACC1690,Sep-23,16:51,Panipat Haryana,Fatal,Truck,Stormy,National Highway,8,0,Dawn,96
ACC1691,Mar-23,11:29,Nagpur Maharashtra,Fatal,Bus,Stormy,State Highway,4,3,Daylight,30
ACC1692,Nov-21,05:22,Mangan Sikkim,Serious,Pedestrian,Hazy,National Highway,9,2,Dark,63
ACC1693,Nov-18,07:47,Indore Madhya Pradesh,Serious,Truck,Clear,Village Road,5,3,Dark,109
ACC1694,Nov-19,15:44,Kozhikode Kerala,Minor,Cycle,Hazy,State Highway,5,0,Dawn,47
ACC1695,Apr-21,04:04,Siliguri West Bengal,Serious,Two-Wheeler,Clear,Urban Road,2,2,Dark,36
ACC1696,Sep-19,16:40,Mangalore Karnataka,Minor,Pedestrian,Clear,Village Road,8,4,Dark,117
ACC1697,Sep-19,10:32,Dimapur Nagaland,Serious,Pedestrian,Hazy,Village Road,3,4,Dawn,86
ACC1698,Dec-20,22:39,Anantnag Jammu and Kashmir,Serious,Bus,Hazy,National Highway,0,5,Dark,51
ACC1699,Aug-21,21:33,Lunglei Mizoram,Minor,Cycle,Rainy,State Highway,3,0,Dusk,86
ACC1700,Jun-21,08:32,Udaipur Rajasthan,Fatal,Two-Wheeler,Clear,Urban Road,2,2,Dawn,105
ACC1701,Sep-20,06:33,Faridabad Haryana,Minor,Auto-Rickshaw,Clear,Village Road,6,1,Daylight,56
ACC1702,Jan-22,01:43,Kolkata West Bengal,Minor,Truck,Foggy,Village Road,8,5,Dusk,95
ACC1703,Oct-21,06:52,Jorhat Assam,Fatal,Truck,Hazy,Urban Road,2,5,Dusk,37
ACC1704,Mar-20,12:31,Kanpur Uttar Pradesh,Minor,Cycle,Foggy,Village Road,0,2,Dusk,108
ACC1705,Apr-18,20:43,Patna Bihar,Minor,Auto-Rickshaw,Clear,State Highway,6,5,Dark,55
ACC1706,Oct-23,17:58,Aizawl Mizoram,Minor,Car,Foggy,State Highway,7,1,Dusk,117
ACC1707,Nov-18,07:05,Mandi Himachal Pradesh,Minor,Truck,Rainy,State Highway,7,0,Dusk,109
ACC1708,May-21,21:47,Madurai Tamil Nadu,Minor,Bus,Clear,National Highway,4,1,Dawn,40
ACC1709,Oct-22,20:31,Mapusa Goa,Fatal,Truck,Rainy,State Highway,6,0,Daylight,94
ACC1710,Nov-20,17:25,Margao Goa,Minor,Two-Wheeler,Stormy,State Highway,7,3,Dusk,55
ACC1711,Sep-23,05:38,Puducherry Puducherry,Serious,Auto-Rickshaw,Rainy,State Highway,6,0,Daylight,52
ACC1712,Dec-23,01:56,Madurai Tamil Nadu,Fatal,Bus,Rainy,State Highway,3,5,Dusk,87
ACC1713,Sep-19,22:05,Madurai Tamil Nadu,Fatal,Bus,Stormy,Village Road,4,5,Dusk,51
ACC1714,Jun-20,17:09,Kohima Nagaland,Minor,Cycle,Stormy,Urban Road,10,2,Daylight,54
ACC1715,Sep-19,01:43,Jalandhar Punjab,Serious,Two-Wheeler,Clear,Urban Road,1,0,Daylight,87
ACC1716,Sep-22,21:34,Haldwani Uttarakhand,Serious,Truck,Foggy,Village Road,3,0,Dark,71
ACC1717,Sep-23,00:21,Coimbatore Tamil Nadu,Minor,Bus,Stormy,State Highway,4,3,Dark,62
ACC1718,Jun-19,17:00,Gyalshing Sikkim,Serious,Car,Rainy,National Highway,4,5,Dark,118
ACC1719,Apr-21,15:48,Ludhiana Punjab,Minor,Pedestrian,Rainy,National Highway,10,0,Dusk,79
ACC1720,Feb-18,20:02,Silchar Assam,Minor,Bus,Clear,Urban Road,10,3,Dawn,59
ACC1721,May-19,19:05,Jalandhar Punjab,Fatal,Two-Wheeler,Stormy,State Highway,6,5,Dawn,80
ACC1722,May-20,18:56,Shimla Himachal Pradesh,Minor,Car,Hazy,State Highway,3,1,Dawn,33
ACC1723,Nov-23,01:34,Tura Meghalaya,Minor,Truck,Foggy,Urban Road,8,1,Dawn,81
ACC1724,May-21,00:37,Solan Himachal Pradesh,Minor,Car,Clear,Village Road,7,0,Dark,64
ACC1725,May-18,15:16,Jammu Jammu and Kashmir,Serious,Two-Wheeler,Foggy,National Highway,10,3,Daylight,83
ACC1726,Nov-18,10:45,Dwarka Delhi,Serious,Truck,Stormy,Urban Road,7,3,Daylight,105
ACC1727,Mar-23,13:47,Mapusa Goa,Minor,Truck,Stormy,National Highway,1,2,Dusk,75
ACC1728,Feb-20,18:48,Karaikal Puducherry,Fatal,Car,Foggy,Urban Road,10,0,Dark,106
ACC1729,Nov-19,00:51,Srinagar Jammu and Kashmir,Serious,Auto-Rickshaw,Clear,Village Road,8,2,Dawn,50
ACC1730,Dec-21,09:40,Pasighat Arunachal Pradesh,Fatal,Auto-Rickshaw,Foggy,Village Road,2,0,Dark,51
ACC1731,Jul-19,22:19,Mangalore Karnataka,Fatal,Truck,Foggy,National Highway,3,2,Daylight,72
ACC1732,May-22,06:36,Panaji Goa,Fatal,Bus,Clear,National Highway,0,0,Dark,91
ACC1733,Mar-23,22:57,New Delhi Delhi,Minor,Bus,Rainy,State Highway,7,1,Dark,65
ACC1734,Oct-22,00:30,Raipur Chhattisgarh,Serious,Cycle,Foggy,National Highway,7,5,Dawn,55
ACC1735,Dec-19,23:51,Gurugram Haryana,Minor,Auto-Rickshaw,Rainy,Village Road,0,2,Dawn,53
ACC1736,Jan-19,15:02,Gurugram Haryana,Minor,Two-Wheeler,Foggy,Village Road,2,1,Daylight,40
ACC1737,Feb-23,19:28,Silchar Assam,Minor,Car,Rainy,National Highway,5,4,Dusk,115
ACC1738,Jun-23,15:24,Indore Madhya Pradesh,Minor,Pedestrian,Clear,National Highway,10,2,Dawn,110
ACC1739,Aug-22,11:47,Tura Meghalaya,Minor,Cycle,Stormy,National Highway,7,0,Dark,107
ACC1740,Mar-22,16:43,Chandigarh Chandigarh,Fatal,Auto-Rickshaw,Clear,National Highway,8,5,Dusk,95
ACC1741,May-20,22:59,Udaipur Rajasthan,Fatal,Pedestrian,Clear,National Highway,1,1,Daylight,111
ACC1742,Feb-21,11:35,Patiala Punjab,Fatal,Auto-Rickshaw,Rainy,State Highway,6,0,Dark,79
ACC1743,Oct-20,04:48,Dibrugarh Assam,Minor,Cycle,Hazy,Village Road,9,1,Daylight,113
ACC1744,Jun-22,17:52,Karimnagar Telangana,Fatal,Pedestrian,Hazy,National Highway,1,5,Daylight,101
ACC1745,Nov-22,15:48,Haridwar Uttarakhand,Serious,Cycle,Clear,State Highway,7,0,Daylight,90
ACC1746,Mar-21,03:38,Bangalore Karnataka,Minor,Car,Rainy,Village Road,7,4,Dusk,86
ACC1747,Nov-18,09:22,New Delhi Delhi,Fatal,Cycle,Stormy,Village Road,9,4,Dawn,79
ACC1748,Nov-18,00:40,Pune Maharashtra,Fatal,Auto-Rickshaw,Hazy,Village Road,4,0,Dusk,113
ACC1749,Oct-18,23:54,Roorkee Uttarakhand,Serious,Auto-Rickshaw,Rainy,Village Road,3,2,Daylight,62
ACC1750,Oct-23,07:45,Mandi Himachal Pradesh,Minor,Auto-Rickshaw,Clear,State Highway,6,3,Dawn,39
ACC1751,Sep-19,20:20,Rourkela Odisha,Serious,Two-Wheeler,Stormy,Urban Road,10,3,Dawn,95
ACC1752,Sep-21,04:20,Coimbatore Tamil Nadu,Fatal,Bus,Hazy,Village Road,6,0,Dusk,72
ACC1753,Aug-19,14:16,Faridabad Haryana,Minor,Bus,Hazy,State Highway,5,4,Daylight,69
ACC1754,Feb-21,05:08,Thiruvananthapuram Kerala,Fatal,Bus,Rainy,Village Road,4,0,Dawn,43
ACC1755,Jun-22,22:37,Rourkela Odisha,Fatal,Truck,Rainy,Urban Road,9,4,Daylight,111
ACC1756,Mar-23,14:05,Mapusa Goa,Fatal,Car,Clear,National Highway,7,5,Daylight,100
ACC1757,Aug-22,15:59,Dibrugarh Assam,Fatal,Bus,Hazy,Urban Road,4,0,Daylight,35
ACC1758,Sep-21,02:15,Mokokchung Nagaland,Fatal,Truck,Rainy,Urban Road,8,0,Dark,78
ACC1759,Jan-21,14:23,Itanagar Arunachal Pradesh,Fatal,Truck,Rainy,State Highway,7,4,Dawn,114
ACC1760,Jun-22,02:29,Udaipur Rajasthan,Minor,Bus,Stormy,State Highway,2,5,Daylight,78
ACC1761,Mar-18,20:02,Chandigarh Chandigarh,Serious,Two-Wheeler,Clear,National Highway,1,3,Dusk,92
ACC1762,Aug-21,21:34,Dharamshala Himachal Pradesh,Serious,Bus,Stormy,State Highway,5,1,Dark,91
ACC1763,Oct-23,19:24,Vasco da Gama Goa,Minor,Auto-Rickshaw,Stormy,State Highway,0,1,Dark,75
ACC1764,Feb-20,11:09,Agartala Tripura,Fatal,Bus,Stormy,Village Road,3,2,Dusk,105
ACC1765,Jun-21,17:17,Chandigarh Chandigarh,Minor,Truck,Rainy,National Highway,1,5,Dark,93
ACC1766,Feb-21,22:52,Indore Madhya Pradesh,Fatal,Bus,Rainy,Urban Road,2,5,Dark,93
ACC1767,Apr-21,13:59,Jowai Meghalaya,Minor,Pedestrian,Foggy,Urban Road,5,3,Daylight,113
ACC1768,Aug-19,21:34,Puducherry Puducherry,Serious,Car,Rainy,National Highway,9,1,Dawn,35
ACC1769,Nov-23,19:39,Ranchi Jharkhand,Fatal,Car,Foggy,Urban Road,2,5,Dark,90
ACC1770,Feb-21,02:28,Chandigarh Chandigarh,Minor,Auto-Rickshaw,Rainy,State Highway,2,4,Daylight,100
ACC1771,Sep-22,15:18,Madurai Tamil Nadu,Minor,Truck,Rainy,State Highway,0,5,Dark,110
ACC1772,Mar-18,02:18,Nizamabad Telangana,Fatal,Truck,Foggy,Urban Road,5,5,Daylight,39
ACC1773,Apr-20,09:34,Bokaro Jharkhand,Fatal,Car,Clear,State Highway,10,3,Dawn,95
ACC1774,Mar-22,22:37,Siliguri West Bengal,Serious,Cycle,Foggy,State Highway,4,5,Dark,39
ACC1775,May-20,00:39,Lucknow Uttar Pradesh,Fatal,Auto-Rickshaw,Foggy,National Highway,4,5,Dark,79
ACC1776,Sep-22,06:45,Kohima Nagaland,Minor,Truck,Hazy,National Highway,4,3,Dark,94
ACC1777,Dec-23,03:51,Baramulla Jammu and Kashmir,Fatal,Cycle,Stormy,National Highway,9,0,Dawn,95
ACC1778,Apr-23,08:15,Mumbai Maharashtra,Fatal,Two-Wheeler,Stormy,Village Road,8,5,Dark,105
ACC1779,Jan-19,16:11,Champhai Mizoram,Serious,Auto-Rickshaw,Stormy,State Highway,5,0,Dark,88
ACC1780,Jun-20,03:49,Dehradun Uttarakhand,Minor,Pedestrian,Stormy,Village Road,4,1,Daylight,38
ACC1781,May-19,21:07,Gangtok Sikkim,Minor,Pedestrian,Hazy,Urban Road,9,2,Dusk,30
ACC1782,Feb-20,09:39,Margao Goa,Serious,Auto-Rickshaw,Foggy,Urban Road,9,4,Dark,117
ACC1783,Jan-21,02:53,Mokokchung Nagaland,Minor,Cycle,Clear,State Highway,5,3,Daylight,115
ACC1784,Jun-22,21:24,Mysore Karnataka,Minor,Cycle,Stormy,National Highway,7,0,Dusk,53
ACC1785,May-20,08:26,Mandi Himachal Pradesh,Minor,Bus,Hazy,State Highway,4,2,Dusk,88
ACC1786,Feb-18,20:53,Hyderabad Telangana,Fatal,Car,Stormy,State Highway,7,3,Daylight,63
